"","model","sex","age.n","year","week","date","time","exposures","observed.deaths","expected.deaths","expected.deaths.qlo","expected.deaths.qhi","observed.mx","observed.log.mx","excess.deaths.avg","excess.deaths.qlo","excess.deaths.qhi","cum.excess.deaths.avg","cum.excess.deaths.qlo","cum.excess.deaths.qhi"
"575","gam.poisson","m",85,2020,32,2020-08-03,552,10794.533044175,1329,1437.2934221993,1363,1512,0.123117877777693,-0.909678879185195,-109.535,-187,-37,9048.552,8680.825,9433.025
"576","gam.poisson","m",85,2020,33,2020-08-10,553,10800.4106776181,1436,1435.56684773122,1362,1510,0.132957907144758,-0.876285829620707,1.391,-76.025,75,9049.943,8660.85,9439.275
"577","glm.serfling","f",0,2020,10,2020-03-02,530,100458.268206334,35,28.6809470335897,19,40,0.000348403378088429,-3.45791764276296,6.49,-4,16,6.49,-4,16
"578","glm.serfling","f",0,2020,11,2020-03-09,531,100464.938849046,43,28.5859201845573,19,40,0.000428010015161706,-3.36854606865371,14.401,3,24.025,20.891,5,35
"579","glm.serfling","f",0,2020,12,2020-03-16,532,100471.645675363,23,28.5179771788467,19,39,0.00022892030727073,-3.64031567982685,-5.666,-17,4,15.225,-2,32
"580","glm.serfling","f",0,2020,13,2020-03-23,533,100478.390589061,30,28.4742782800086,19,39,0.000298571661270877,-3.52495141542458,1.251,-9,11,16.476,-5,36
"581","glm.serfling","f",0,2020,14,2020-03-30,534,100485.175493916,39,28.4506479080776,19,39,0.000388116951662798,-3.41103738830138,10.859,0,20.025,27.335,4,49
"582","glm.serfling","f",0,2020,15,2020-04-06,535,100492.002293704,17,28.441871328501,18,39,0.000169167691079682,-3.77168257820984,-11.265,-22,-2,16.07,-8,40.025
"583","glm.serfling","f",0,2020,16,2020-04-13,536,100498.8728922,35,28.4420480206154,18,39,0.000348262612233896,-3.45809314676501,6.597,-4,17,22.667,-5,49
"584","glm.serfling","f",0,2020,17,2020-04-20,537,100505.789193182,24,28.4449882820273,18,39,0.000238792214783466,-3.62197983638562,-4.425,-16,6,18.242,-10,47.025
"585","glm.serfling","f",0,2020,18,2020-04-27,538,100512.753100424,24,28.4446345705379,18,39,0.000238775670347236,-3.62200992700765,-4.452,-16,5,13.79,-17,44.025
"586","glm.serfling","f",0,2020,19,2020-05-04,539,100519.766517704,19,28.4354838505562,18,39,0.000189017550062193,-3.72349787021134,-9.282,-21,1,4.508,-29,39
"587","glm.serfling","f",0,2020,20,2020-05-11,540,100526.831348796,30,28.4129830897984,18,39,0.000298427788854794,-3.52516073889246,1.663,-9,11,6.171,-29,42
"588","glm.serfling","f",0,2020,21,2020-05-18,541,100533.949497477,29,28.3738683651577,18,39,0.000288459770504965,-3.53991474634173,0.745,-10,11,6.916,-30,43
"589","glm.serfling","f",0,2020,22,2020-05-25,542,100541.122867524,24,24.5941662274065,15,35,0.000238708294829999,-3.62213248951312,-0.546,-11,9,6.37,-30,43
"590","glm.serfling","f",0,2020,23,2020-06-01,543,100548.353362711,29,28.2406099813293,18,39,0.000288418447743122,-3.53997696483745,0.799,-10,10,7.169,-31.025,47
"591","glm.serfling","f",0,2020,24,2020-06-08,544,100555.642886815,21,28.148132860866,18,39,0.00020883959763091,-3.6801871522112,-7.25,-18,3,-0.081,-40.025,40.025
"592","glm.serfling","f",0,2020,25,2020-06-15,545,100562.993343613,28,28.0423103346833,18,39,0.000278432443874529,-3.55528016067524,0.016,-11,10,-0.065,-42,41
"593","glm.serfling","f",0,2020,26,2020-06-22,546,100570.406636879,26,27.9278862688054,18,39,0.000258525354221506,-3.58749685814633,-2.074,-13,8,-2.139,-44.025,38.025
"594","glm.serfling","f",0,2020,27,2020-06-29,547,100577.88467039,25,27.8107268828348,18,39,0.00024856358912229,-3.604562488733,-3.223,-14,6,-5.362,-48,39
"595","glm.serfling","f",0,2020,28,2020-07-06,548,100585.429347923,32,27.6808328281627,18,38,0.000318137529535343,-3.49738509571907,4.553,-6,14,-0.809,-44,44
"596","glm.serfling","f",0,2020,29,2020-07-13,549,100593.042573253,21,27.581080023859,18,38,0.000208761952743478,-3.68034864943992,-6.645,-18,3,-7.454,-53,39.025
"597","glm.serfling","f",0,2020,30,2020-07-20,550,100600.726250156,24,27.5002935120959,18,38,0.0002385668662105,-3.62238987424982,-3.398,-14,6.02499999999998,-10.852,-56.025,37
"598","glm.serfling","f",0,2020,31,2020-07-27,551,100608.482282408,25,27.4448004125396,18,38,0.000248487994579077,-3.60469458887837,-2.355,-12,7,-13.207,-61,35
"599","glm.serfling","f",0,2020,32,2020-08-03,552,100616.312573785,31,27.4200435068385,18,38,0.000308101133971361,-3.51130670325204,3.567,-7,14,-9.64,-59,40.025
"600","glm.serfling","f",0,2020,33,2020-08-10,553,100624.219028063,27,27.4302755938308,18,38,0.000268325063894111,-3.5713387585524,-0.378,-11,9,-10.018,-60,40.025
"601","glm.serfling","f",15,2020,10,2020-03-02,530,213721.904755623,109,102.955956098915,84,123,0.000510008555859703,-3.29242253815405,6.264,-14,25,6.264,-14,25
"602","glm.serfling","f",15,2020,11,2020-03-09,531,213731.006347407,113,102.337258930471,83,123,0.000528701950789139,-3.27678908714474,10.492,-9.025,29.025,16.756,-12,47
"603","glm.serfling","f",15,2020,12,2020-03-16,532,213740.139326031,90,101.825948091784,83,122,0.000421072056394225,-3.37564357870908,-11.132,-33,7,5.624,-29.025,39.025
"604","glm.serfling","f",15,2020,13,2020-03-23,533,213749.302513009,97,101.430965667593,82,122,0.000453802650392725,-3.34313297198662,-4.59,-24,15,1.034,-41,42
"605","glm.serfling","f",15,2020,14,2020-03-30,534,213758.494729857,105,101.152575628137,82,121,0.000491208548847131,-3.30873408346944,3.52,-17.025,23,4.554,-42.025,47
"606","glm.serfling","f",15,2020,15,2020-04-06,535,213767.714798089,131,100.982757686511,82,121,0.000612814709291972,-3.21267081895041,30.059,9.975,50,34.613,-17.025,82
"607","glm.serfling","f",15,2020,16,2020-04-13,536,213776.961539221,136,100.905984750089,82,121,0.000636177065202832,-3.19642199168165,35.163,15,54.025,69.776,15,122.025
"608","glm.serfling","f",15,2020,17,2020-04-20,537,213786.233774767,153,100.900363494095,82,121,0.000715668157385624,-3.14528830565788,52.175,31,71,121.951,65.975,175.025
"609","glm.serfling","f",15,2020,18,2020-04-27,538,213795.530326244,132,100.939116735733,82,121,0.00061741234626642,-3.20942469027056,31.498,13,50,153.449,92.95,212
"610","glm.serfling","f",15,2020,19,2020-05-04,539,213804.850015166,86,100.992373217383,82,121,0.000402235964216432,-3.39551910141092,-15.538,-36,3,137.911,76.975,199.025
"611","glm.serfling","f",15,2020,20,2020-05-11,540,213814.191663049,107,101.029204516898,82,121,0.0005004345088965,-3.3006527499247,5.529,-15,23,143.44,79.975,205
"612","glm.serfling","f",15,2020,21,2020-05-18,541,213823.554091407,117,101.019813535811,82,121,0.000547180129416351,-3.26186968219715,15.884,-4.025,35,159.324,94.975,227.025
"613","glm.serfling","f",15,2020,22,2020-05-25,542,213832.936121755,76,86.2823918344212,69,105,0.000355417651641494,-3.44926100697492,-10.26,-28.025,7,149.064,83,216.025
"614","glm.serfling","f",15,2020,23,2020-06-01,543,213842.33657561,96,100.76193058206,82,121,0.00044892887693479,-3.34782245810898,-4.821,-26,14,144.243,74,212.025
"615","glm.serfling","f",15,2020,24,2020-06-08,544,213851.754274486,113,100.478465291545,81,121,0.000528403427801489,-3.27703437374024,12.38,-8,32,156.623,80,232.05
"616","glm.serfling","f",15,2020,25,2020-06-15,545,213861.188039898,87,100.081829220739,81,120,0.000406805932377825,-3.39061272246471,-12.825,-34.025,6,143.798,65,221.025
"617","glm.serfling","f",15,2020,26,2020-06-22,546,213870.636693361,74,99.5755493496019,81,120,0.000346003552166435,-3.46091944259924,-25.559,-44,-7,118.239,36.975,197.025
"618","glm.serfling","f",15,2020,27,2020-06-29,547,213880.09905639,106,98.9721628805398,80,119,0.000495604782621933,-3.30486451130265,7.166,-14,26,125.405,39,207
"619","glm.serfling","f",15,2020,28,2020-07-06,548,213889.573950502,91,98.1657686249223,79,118,0.000425453182776731,-3.37114822307736,-6.852,-27,12,118.553,33.95,206
"620","glm.serfling","f",15,2020,29,2020-07-13,549,213899.06019721,100,97.4324328538776,79,117,0.000467510235471826,-3.33020887642724,2.632,-18.025,22,121.185,33,211
"621","glm.serfling","f",15,2020,30,2020-07-20,550,213908.556618031,105,96.6901444758261,78,116,0.000490863954486379,-3.30903885818822,8.651,-11,28,129.836,39,217.025
"622","glm.serfling","f",15,2020,31,2020-07-27,551,213918.062034478,107,95.9756470520237,77,116,0.000500191517174246,-3.30086367781074,10.486,-10,29,140.322,45.975,235
"623","glm.serfling","f",15,2020,32,2020-08-03,552,213927.575268068,120,95.3264467654581,77,115,0.00056093750349683,-3.25108552269822,24.766,6,43,165.088,68,257.025
"624","glm.serfling","f",15,2020,33,2020-08-10,553,213937.095140315,113,94.7787838528784,76,114,0.000528192644318587,-3.27720765113003,18.302,-1,36.025,183.39,84.975,277.05
"625","glm.serfling","f",45,2020,10,2020-03-02,530,148643.708254085,508,513.344723481852,469,558,0.0034175681296355,-2.46628281896063,-5.847,-51,40,-5.847,-51,40
"626","glm.serfling","f",45,2020,11,2020-03-09,531,148657.022554058,521,507.919608986286,464,553,0.0035047116580755,-2.45534770678659,11.391,-33.025,58,5.544,-59.025,68.025
"627","glm.serfling","f",45,2020,12,2020-03-16,532,148670.35820452,497,502.622201688056,459,547,0.00334296631825085,-2.47586799907943,-5.875,-53,41.025,-0.331,-80.025,76
"628","glm.serfling","f",45,2020,13,2020-03-23,533,148683.716657867,537,497.605222475856,454,542,0.00361169341250514,-2.44228912295112,39.514,-7,84,39.183,-55,124.05
"629","glm.serfling","f",45,2020,14,2020-03-30,534,148697.099366495,703,492.9866874501,450,537,0.00472773176474216,-2.32534717180467,208.839,165.975,250,248.022,143,345
"630","glm.serfling","f",45,2020,15,2020-04-06,535,148710.507782799,796,488.847276817606,446,533,0.00535268160850213,-2.27142858881964,307.142,263,351,555.164,446,660
"631","glm.serfling","f",45,2020,16,2020-04-13,536,148723.943359174,893,485.229904240025,443,529,0.00600441314175867,-2.22152943318208,407.39,364,449,962.554,839,1078.1
"632","glm.serfling","f",45,2020,17,2020-04-20,537,148737.407548017,849,482.141219362317,440,526,0.00570804624066018,-2.24351251734047,366.05,326,409,1328.604,1199.95,1454.125
"633","glm.serfling","f",45,2020,18,2020-04-27,538,148750.901801723,714,479.554782534527,437,523,0.00479997090001999,-2.31876139554088,233.706,190,274.025,1562.31,1432,1687
"634","glm.serfling","f",45,2020,19,2020-05-04,539,148764.427572687,523,477.415678519879,435,521,0.0035156253987161,-2.45399740661807,45.874,1,86,1608.184,1475.975,1743.025
"635","glm.serfling","f",45,2020,20,2020-05-11,540,148777.986313305,656,475.646357630359,433,519,0.00440925446200461,-2.35563483692883,180.329,135,223,1788.513,1647.975,1925.05
"636","glm.serfling","f",45,2020,21,2020-05-18,541,148791.579475973,575,474.153488089444,432,517,0.0038644660001936,-2.41291050929847,101.978,59,142.025,1890.491,1741,2042
"637","glm.serfling","f",45,2020,22,2020-05-25,542,148805.208513086,461,425.505455407909,386,466,0.00309800983854312,-2.50891720735854,35.11,-6.025,75,1925.601,1773.975,2079.025
"638","glm.serfling","f",45,2020,23,2020-06-01,543,148818.874877039,518,471.59093893246,430,515,0.00348074127309452,-2.4583282570499,47.665,7,87.025,1973.266,1810,2132
"639","glm.serfling","f",45,2020,24,2020-06-08,544,148832.58002023,498,470.325880424007,428,513,0.00334604157189448,-2.47546866757798,26.934,-16,68.05,2000.2,1827.95,2158.025
"640","glm.serfling","f",45,2020,25,2020-06-15,545,148846.325395052,504,468.962140682148,427,512,0.00338604260912951,-2.47030758113748,34.677,-6.025,78,2034.877,1856.95,2206.025
"641","glm.serfling","f",45,2020,26,2020-06-22,546,148860.112453901,443,467.443527556192,426,510,0.00297594830943842,-2.52637461651347,-24.033,-67.025,18.025,2010.844,1830,2186.05
"642","glm.serfling","f",45,2020,27,2020-06-29,547,148873.942649174,456,465.740956269493,424,509,0.00306299404640998,-2.51385384733767,-10.042,-50.025,30,2000.802,1810.975,2181.05
"643","glm.serfling","f",45,2020,28,2020-07-06,548,148887.817433265,421,463.50510536637,422,506,0.00282763228891243,-2.54857706774619,-43.018,-84,-3.97500000000002,1957.784,1771.975,2149.075
"644","glm.serfling","f",45,2020,29,2020-07-13,549,148901.738258571,486,461.447960780526,420,504,0.00326389742446156,-2.48626349841399,23.279,-16,65,1981.063,1792.975,2174
"645","glm.serfling","f",45,2020,30,2020-07-20,550,148915.706577487,445,459.316321796441,418,502,0.00298826772694019,-2.52458049550321,-14.604,-56,24.025,1966.459,1776.975,2161.05
"646","glm.serfling","f",45,2020,31,2020-07-27,551,148929.723842408,448,457.202793998957,416,500,0.00300813020021481,-2.52170337020436,-9.584,-52,31,1956.875,1760.925,2155.075
"647","glm.serfling","f",45,2020,32,2020-08-03,552,148943.791505731,468,455.220024924247,414,498,0.00314212492691912,-2.50277655195262,12.563,-31,52.025,1969.438,1768.975,2177.05
"648","glm.serfling","f",45,2020,33,2020-08-10,553,148957.911019849,483,453.494027590037,412,496,0.00324252667544215,-2.48911644239896,29.259,-11.025,69.025,1998.697,1797,2206.025
"649","glm.serfling","f",65,2020,10,2020-03-02,530,59266.0248847422,735,751.16574002889,698,805,0.0124017090977401,-1.9065184599531,-16.913,-73.025,34,-16.913,-73.025,34
"650","glm.serfling","f",65,2020,11,2020-03-09,531,59271.7463562855,704,741.969431910587,689,796,0.011877497176618,-1.92527506414423,-37.816,-92.025,17,-54.729,-130.025,25.025
"651","glm.serfling","f",65,2020,12,2020-03-16,532,59277.4583200273,747,733.113655448383,681,787,0.0126017548857627,-1.89956897201465,14.344,-35,67,-40.385,-132.025,53
"652","glm.serfling","f",65,2020,13,2020-03-23,533,59283.1612588528,716,724.851480833871,673,778,0.0120776285339048,-1.91801833191898,-11.085,-65.025,45.025,-51.47,-157.125,59
"653","glm.serfling","f",65,2020,14,2020-03-30,534,59288.8556556474,1033,717.366592169582,665,770,0.017423173184514,-1.7588727465141,316.262,265,368,264.792,149,390.025
"654","glm.serfling","f",65,2020,15,2020-04-06,535,59294.5419932964,1142,710.770714169635,659,763,0.019259782799724,-1.71534861489649,429.812,378.975,483,694.604,565.95,831.025
"655","glm.serfling","f",65,2020,16,2020-04-13,536,59300.220754685,1309,705.104957639435,654,758,0.0220741168134114,-1.65611666354813,603.076,550,654.025,1297.68,1159.975,1451
"656","glm.serfling","f",65,2020,17,2020-04-20,537,59305.8924226983,1223,700.344469484039,649,753,0.0206218969151186,-1.68567138842797,521.747,467.975,573,1819.427,1668,1980.1
"657","glm.serfling","f",65,2020,18,2020-04-27,538,59311.5574802218,1030,696.405881513656,645,749,0.0173659240080395,-1.76030210374875,332.468,280.975,384.025,2151.895,1994.975,2319.025
"658","glm.serfling","f",65,2020,19,2020-05-04,539,59317.2164101406,806,693.157172009901,642,745,0.0135879606087215,-1.86684572081288,112.429,64.975,160.025,2264.324,2106,2439
"659","glm.serfling","f",65,2020,20,2020-05-11,540,59322.8696953401,898,690.429622419185,639,742,0.0151375010111916,-1.81994581483783,208.527,153.975,260.025,2472.851,2287.975,2647.05
"660","glm.serfling","f",65,2020,21,2020-05-18,541,59328.5178187055,759,688.031529638021,637,740,0.0127931731299833,-1.89302172276731,70.79,20,125,2543.641,2354.975,2725.075
"661","glm.serfling","f",65,2020,22,2020-05-25,542,59334.1612631221,673,628.122312358313,579,678,0.0113425383568755,-1.94528974341295,43.361,-5,90.025,2587.002,2387.95,2772.1
"662","glm.serfling","f",65,2020,23,2020-06-01,543,59339.8005114753,759,683.432658893349,633,735,0.0127907406741825,-1.89310430607673,75.18,28,127,2662.182,2453.975,2857.05
"663","glm.serfling","f",65,2020,24,2020-06-08,544,59345.43604665,742,680.870917840955,630,732,0.0125030676228705,-1.90298341993289,60.735,7,114,2722.917,2507,2927.025
"664","glm.serfling","f",65,2020,25,2020-06-15,545,59351.0683515318,671,677.946198034247,627,729,0.0113056094630971,-1.94670602072902,-6.909,-56,44,2716.008,2493.925,2932.05
"665","glm.serfling","f",65,2020,26,2020-06-22,546,59356.6979090058,681,674.57551793117,624,726,0.0114730101907619,-1.94032262065828,5.848,-40.025,55,2721.856,2501.9,2940.175
"666","glm.serfling","f",65,2020,27,2020-06-29,547,59362.3252019574,669,670.732882998163,620,722,0.0112697741829348,-1.94808478600251,1.613,-52.025,51.025,2723.469,2495.875,2935
"667","glm.serfling","f",65,2020,28,2020-07-06,548,59367.9507132717,668,665.653533579963,616,717,0.0112518621912053,-1.94877559555817,2.571,-47,51,2726.04,2490.975,2958.025
"668","glm.serfling","f",65,2020,29,2020-07-13,549,59373.5749258341,653,660.985276201635,611,712,0.010998158706389,-1.95868001762271,-8.487,-59.025,40.025,2717.553,2481,2956.025
"669","glm.serfling","f",65,2020,30,2020-07-20,550,59379.1983225299,644,656.157430241531,606,707,0.0108455489160023,-1.96474846253794,-11.281,-64,38.025,2706.272,2465,2946.025
"670","glm.serfling","f",65,2020,31,2020-07-27,551,59384.8213862442,651,651.373448607336,602,702,0.0109623972052696,-1.96009446599931,-0.508,-49.075,50.025,2705.764,2457,2944.05
"671","glm.serfling","f",65,2020,32,2020-08-03,552,59390.4445998624,592,646.868705262054,597,697,0.00996793346115769,-2.00139486971666,-54.833,-106.025,-8,2650.931,2407.9,2902.125
"672","glm.serfling","f",65,2020,33,2020-08-10,553,59396.0684462697,656,642.896738844758,594,693,0.0110445020547686,-1.95685385966952,13.404,-36,61,2664.335,2417.975,2929.075
"673","glm.serfling","f",75,2020,10,2020-03-02,530,38246.2431898198,1460,1520.40962281953,1444,1597,0.0381736839551503,-1.41823592639645,-60.162,-132,13,-60.162,-132,13
"674","glm.serfling","f",75,2020,11,2020-03-09,531,38262.8386881033,1452,1495.86909722623,1421,1572,0.0379480469767512,-1.420810570468,-41.79,-114,33,-101.952,-202,5.04999999999995
"675","glm.serfling","f",75,2020,12,2020-03-16,532,38279.2432610355,1412,1471.23085185713,1397,1547,0.0368868316014302,-1.43312864694479,-60.437,-133.025,15.025,-162.389,-294.025,-36
"676","glm.serfling","f",75,2020,13,2020-03-23,533,38295.4535834963,1454,1447.20753556488,1373,1522,0.0379679534759868,-1.42058281128894,5.602,-67,78.025,-156.787,-305.075,-11.95
"677","glm.serfling","f",75,2020,14,2020-03-30,534,38311.4663303656,2132,1424.37398522617,1351,1499,0.0556491359953556,-1.25454157410308,705.951,630,779,549.164,382.925,702.025
"678","glm.serfling","f",75,2020,15,2020-04-06,535,38327.2781765233,2367,1403.15587515232,1330,1477,0.0617575813523295,-1.2093097208638,964.748,893.975,1036,1513.912,1330.975,1688
"679","glm.serfling","f",75,2020,16,2020-04-13,536,38342.8857968496,2922,1383.82835380393,1311,1457,0.0762070965519263,-1.11800458443682,1538.668,1463,1611,3052.58,2856.975,3243.075
"680","glm.serfling","f",75,2020,17,2020-04-20,537,38358.285866224,2892,1366.52281534308,1295,1439,0.075394401357922,-1.12266090279914,1524.957,1448.975,1605,4577.537,4377.95,4792
"681","glm.serfling","f",75,2020,18,2020-04-27,538,38373.4750595266,2382,1351.24004074976,1280,1424,0.0620741279309455,-1.20708937306117,1032.308,958.975,1104.025,5609.845,5388,5834.025
"682","glm.serfling","f",75,2020,19,2020-05-04,539,38388.4500516374,1648,1337.8682283633,1267,1410,0.0429295790213783,-1.36724337030437,311.705,238,378,5921.55,5701.975,6163.025
"683","glm.serfling","f",75,2020,20,2020-05-11,540,38403.2075174362,1874,1326.20475815116,1255,1398,0.0487980072797083,-1.31159791252796,547.368,478,619,6468.918,6241,6720
"684","glm.serfling","f",75,2020,21,2020-05-18,541,38417.7441318031,1633,1315.98077368997,1245,1388,0.0425064000217589,-1.37154567501146,315.84,245.975,388,6784.758,6549,7034.025
"685","glm.serfling","f",75,2020,22,2020-05-25,542,38432.0565696178,1339,1175.86575592259,1109,1244,0.0348407064184678,-1.45791304796598,163.08,93.975,228,6947.838,6694.925,7200.05
"686","glm.serfling","f",75,2020,23,2020-06-01,543,38446.1415057606,1479,1298.60511694978,1228,1370,0.0384694001029568,-1.41488458608744,181.048,107.975,249.025,7128.886,6866,7396.025
"687","glm.serfling","f",75,2020,24,2020-06-08,544,38459.995615111,1344,1290.82782922605,1221,1362,0.0349454018000964,-1.45660996167001,53.658,-17.025,122,7182.544,6918,7468.025
"688","glm.serfling","f",75,2020,25,2020-06-15,545,38473.6155725491,1177,1283.29243904187,1214,1354,0.0305923938388517,-1.51438653836911,-105.358,-177,-41,7077.186,6792,7379.05
"689","glm.serfling","f",75,2020,26,2020-06-22,546,38486.9980529548,1240,1275.80012637092,1206,1346,0.0322186728695719,-1.49189235272165,-36.828,-111,34,7040.358,6729.975,7326.1
"690","glm.serfling","f",75,2020,27,2020-06-29,547,38500.1397312081,1165,1268.23503757225,1199,1339,0.0302596304359814,-1.51913638036419,-104.597,-169.025,-31,6935.761,6626.95,7224.125
"691","glm.serfling","f",75,2020,28,2020-07-06,548,38513.0372821888,1159,1259.18221265744,1190,1329,0.0300937054511669,-1.52152433409719,-99.954,-167.025,-34,6835.807,6522,7123.1
"692","glm.serfling","f",75,2020,29,2020-07-13,549,38525.6873807769,1191,1251.5251740982,1183,1321,0.0309144386764211,-1.50983863472053,-60.221,-130.025,9,6775.586,6448.925,7080.125
"693","glm.serfling","f",75,2020,30,2020-07-20,550,38538.0867018526,1159,1244.07385275953,1175,1314,0.0300741448055408,-1.52180671349818,-84.253,-158.025,-14,6691.333,6358.975,7006.175
"694","glm.serfling","f",75,2020,31,2020-07-27,551,38550.2319202953,1215,1237.10955180639,1169,1307,0.031517320116571,-1.50145071719977,-21.96,-93.05,44.025,6669.373,6337.925,7004.075
"695","glm.serfling","f",75,2020,32,2020-08-03,552,38562.1197109852,1197,1230.9841546089,1163,1300,0.0310408247516282,-1.50806674809933,-34.393,-106,32,6634.98,6307.975,6980.05
"696","glm.serfling","f",75,2020,33,2020-08-10,553,38573.7467488022,1219,1226.09993899026,1158,1295,0.0316018044069793,-1.50028811922902,-5.408,-74,60,6629.572,6305.975,6966.05
"697","glm.serfling","f",85,2020,10,2020-03-02,530,17947.6940863033,2587,2896.49268414035,2791,3002,0.144141079492449,-0.841212229773049,-307.978,-418,-197,-307.978,-418,-197
"698","glm.serfling","f",85,2020,11,2020-03-09,531,17950.6168353728,2614,2835.3761257259,2731,2940,0.145621736788953,-0.83677379354702,-222.039,-323.025,-117,-530.017,-670.025,-376.85
"699","glm.serfling","f",85,2020,12,2020-03-16,532,17953.4630061723,2479,2773.14274795796,2670,2877,0.138079210631828,-0.85987170438684,-293.122,-392,-189,-823.139,-1000.05,-646
"700","glm.serfling","f",85,2020,13,2020-03-23,533,17956.2311407532,2577,2711.67144359418,2610,2814,0.143515639768709,-0.843100768650283,-131.869,-238,-27,-955.008,-1155.125,-761.975
"701","glm.serfling","f",85,2020,14,2020-03-30,534,17958.9197811669,3581,2652.51726549007,2552,2754,0.19939952088629,-0.700275889538357,930.325,827.975,1036.025,-24.683,-264.025,201.075
"702","glm.serfling","f",85,2020,15,2020-04-06,535,17961.5274694648,4115,2596.87860622027,2497,2697,0.229100782603019,-0.63997342726808,1518.781,1419,1616.025,1494.098,1247.975,1745.05
"703","glm.serfling","f",85,2020,16,2020-04-13,536,17964.0527476983,5611,2545.5916929457,2447,2645,0.312345998912685,-0.505364052904359,3066.528,2969,3161.05,4560.626,4282.875,4838.075
"704","glm.serfling","f",85,2020,17,2020-04-20,537,17966.4941579189,5628,2499.14639815415,2402,2598,0.313249760945678,-0.504109251762424,3129.266,3032,3227.025,7689.892,7410.925,7971.025
"705","glm.serfling","f",85,2020,18,2020-04-27,538,17968.8502421778,4814,2457.71751855146,2361,2555,0.267908070639947,-0.572014203220459,2358.694,2264,2454,10048.586,9756.825,10354.025
"706","glm.serfling","f",85,2020,19,2020-05-04,539,17971.1195425266,3366,2421.20663024706,2325,2518,0.187300518035883,-0.727461021451168,946.161,849,1043.025,10994.747,10676.975,11284.1
"707","glm.serfling","f",85,2020,20,2020-05-11,540,17973.3006010165,3765,2389.2908909952,2294,2486,0.209477384459205,-0.678862857350397,1377.964,1285.95,1472,12372.711,12041.975,12701
"708","glm.serfling","f",85,2020,21,2020-05-18,541,17975.3919596991,3078,2361.47631972237,2267,2457,0.171234096419198,-0.766409753605554,715.734,619.95,812.05,13088.445,12761.925,13414.05
"709","glm.serfling","f",85,2020,22,2020-05-25,542,17977.3921606258,2417,2060.20768480617,1972,2150,0.134446641559822,-0.871450041862057,354.836,265,439,13443.281,13101.925,13783
"710","glm.serfling","f",85,2020,23,2020-06-01,543,17979.2997458479,2485,2315.6568972179,2222,2410,0.138214504186899,-0.859446379843073,170.174,74.95,267,13613.455,13254.95,13983.025
"711","glm.serfling","f",85,2020,24,2020-06-08,544,17981.1132574168,2273,2296.31848741914,2203,2391,0.12641041560997,-0.898217140803826,-24.367,-115,73,13589.088,13225.925,13954.25
"712","glm.serfling","f",85,2020,25,2020-06-15,545,17982.8312373839,2102,2278.52656217628,2185,2373,0.116889269117436,-0.932225356904855,-176.45,-265.025,-85.95,13412.638,13028.85,13797.05
"713","glm.serfling","f",85,2020,26,2020-06-22,546,17984.4522278007,2015,2261.77420817305,2169,2355,0.112041221744034,-0.950622164095174,-245.933,-342,-153.975,13166.705,12761.825,13555.025
"714","glm.serfling","f",85,2020,27,2020-06-29,547,17985.9747707186,2081,2245.70223022137,2153,2339,0.115701263152437,-0.936661899672808,-165.195,-256,-71,13001.51,12600.875,13406.1
"715","glm.serfling","f",85,2020,28,2020-07-06,548,17987.3974081888,1909,2227.36645120846,2135,2320,0.10612986174036,-0.974162401542821,-319.545,-408,-231.975,12681.965,12266,13101.325
"716","glm.serfling","f",85,2020,29,2020-07-13,549,17988.718682263,2007,2212.42733482102,2121,2305,0.111569925320969,-0.952452857615118,-209.826,-307,-114,12472.139,12050.95,12916.05
"717","glm.serfling","f",85,2020,30,2020-07-20,550,17989.9371349924,2025,2198.289007085,2107,2291,0.112562928086122,-0.948604618175431,-174.505,-270,-87.975,12297.634,11866,12737.025
"718","glm.serfling","f",85,2020,31,2020-07-27,551,17991.0513084285,1930,2185.39722495528,2094,2277,0.107275554213768,-0.969499233109815,-256.928,-346,-169.975,12040.706,11618,12499
"719","glm.serfling","f",85,2020,32,2020-08-03,552,17992.0597446227,2018,2174.36157459746,2083,2266,0.112160587983993,-0.950159722651899,-155.572,-250.025,-60.95,11885.134,11457.95,12348.05
"720","glm.serfling","f",85,2020,33,2020-08-10,553,17992.9609856263,2137,2165.92040721819,2075,2258,0.118768667464302,-0.925298116106622,-26.733,-117.025,67.05,11858.401,11416.875,12328.075
"721","glm.serfling","m",0,2020,10,2020-03-02,530,105556.973291346,41,37.2576709254353,26,50,0.00038841583574812,-3.41070307217848,3.692,-8,15,3.692,-8,15
"722","glm.serfling","m",0,2020,11,2020-03-09,531,105564.126336238,32,37.2016417658914,26,50,0.000303133281263326,-3.51836637945048,-5.466,-18,6,-1.774,-19,13
"723","glm.serfling","m",0,2020,12,2020-03-16,532,105571.319257944,33,37.1763975557197,26,50,0.000312584897413003,-3.50503200881408,-3.985,-16,7,-5.759,-26,14
"724","glm.serfling","m",0,2020,13,2020-03-23,533,105578.554081049,32,37.1786307888214,26,50,0.000303091856850349,-3.51842573163788,-4.915,-17,7,-10.674,-35,12.025
"725","glm.serfling","m",0,2020,14,2020-03-30,534,105585.832830133,33,37.2028875138834,26,50,0.000312541930252051,-3.50509170998226,-4.09,-16,7,-14.764,-40.025,9
"726","glm.serfling","m",0,2020,15,2020-04-06,535,105593.157529778,35,37.2419070370998,26,50,0.000331460871317629,-3.47956773233862,-2.233,-14,9,-16.997,-45,10
